mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,label,filename
-233.22336,63.19256,-10.32626,42.459965,-20.318077,3.8728647,-19.757193,-1.058389,-15.260007,0.8860708,-11.1046095,-5.0097094,-1.1650229,female,female_1000.wav
-222.41707,74.91968,5.9637456,26.304193,-7.551385,-5.3409553,-12.974757,-8.282987,-16.064978,-9.120995,-4.3302293,-3.491697,-1.9941404,female,female_1001.wav
-247.75064,83.22371,-7.200098,31.330692,-8.321555,-0.19442876,-21.018225,-7.1718826,-12.102929,-8.31261,-4.335605,-6.44384,-2.5674233,female,female_1002.wav
-303.3505,68.856995,-13.0794735,36.76228,-8.034933,2.2403293,-5.10889,-23.373226,-5.028712,-11.641496,-8.814314,-5.4917336,-6.9959264,female,female_1003.wav
-292.81982,81.49542,2.8557303,24.529633,-13.82193,-1.3786938,-9.984178,-16.206335,-16.647152,-7.146073,-5.1232476,-8.416443,-2.9457169,female,female_1004.wav
-235.23128,89.50255,7.1727524,29.359694,-11.17038,0.8756391,-18.021805,-2.5219362,-8.765528,0.8146359,-15.512,3.9279869,-8.668484,female,female_1005.wav
-269.88272,83.90781,-2.132621,29.247803,-5.9616866,0.9220165,-7.758528,-6.5124035,-3.5846598,-6.183082,-6.0877876,-2.8944,-7.0141153,female,female_1006.wav
-276.41132,56.25833,9.709117,57.703655,-32.23963,2.2683055,-24.046545,-0.95297277,-22.852236,1.0830758,-12.217562,-11.360586,4.4752097,female,female_1007.wav
-237.98245,61.860344,16.7697,43.784554,-21.323513,-8.820173,-7.4852757,-5.9413524,-22.311665,-4.2999268,-5.074946,-6.7872944,-4.903762,female,female_1008.wav
-252.90369,81.32098,-6.339747,44.64742,-19.41589,-6.735114,-29.172222,-6.870887,-21.814669,-4.4491234,-11.221816,-11.316576,-1.8585807,female,female_1009.wav
-264.5659,94.54243,-4.0934663,26.541288,-20.430613,3.1899123,-14.2356825,-11.873612,-7.733752,-8.458763,-9.59524,-4.106149,-4.50085,female,female_101.wav
-250.98701,70.66584,-5.064688,49.8844,-18.357412,11.500776,-13.6933365,2.9860337,-10.436747,0.85151935,-7.0355153,-6.007201,4.6597023,female,female_1010.wav
-259.5151,75.37799,1.095318,53.640694,-15.108823,-7.535303,-10.529012,-2.127719,-17.295208,-5.6793246,-3.057914,-8.537061,-3.8533425,female,female_1011.wav
-243.32039,67.90726,-16.485832,61.953247,-22.841805,-2.6838558,-0.472456,-17.655031,-5.8477955,-15.2818,-8.610991,-8.61791,-9.650231,female,female_1012.wav
-316.07214,64.10485,-0.9917383,45.704247,-14.684171,-0.66317713,-10.951029,-13.411916,-14.940096,-8.98139,-6.8028493,-10.86107,-0.58318883,female,female_1013.wav
-231.15894,68.48732,12.838208,48.35403,-25.856903,1.8470438,-13.158944,0.23213765,-14.347047,6.2021813,-17.508526,3.2043905,-11.083237,female,female_1014.wav
-276.91006,62.461334,7.8346705,53.739037,-21.626808,-3.1077535,3.5508263,-4.877396,-9.785128,-8.551194,-6.1836457,-7.4702964,-5.5052443,female,female_1015.wav
-278.81903,59.77308,-6.533393,48.9438,-20.654036,5.016336,-17.920847,2.1384754,-16.297407,0.24055387,-11.759663,-6.7900953,-1.9453902,female,female_1016.wav
-273.4292,79.87414,5.5316944,29.620714,-7.5418234,-6.8155947,-14.69857,-7.9549646,-16.603783,-11.443575,-3.976747,-4.5129366,-5.3040285,female,female_1017.wav
-251.27815,92.260666,-14.20223,38.225716,-7.517906,-3.575395,-21.223097,-3.0736704,-10.514745,-14.045265,-2.0533178,-5.6739326,-4.0115156,female,female_1018.wav
-284.49802,75.80926,-17.28683,41.299862,-2.168036,3.1771076,-8.288519,-23.08587,-3.548399,-17.515057,-7.736228,-5.5199523,-11.397599,female,female_1019.wav
-287.97852,75.79793,-11.569001,23.714056,-23.908817,6.035046,0.28479278,-23.330679,-3.0029356,-12.200699,-9.084476,-4.5724273,-14.453375,female,female_102.wav
-318.44666,73.41114,0.31274566,35.9081,-10.814687,-3.4359229,-12.4119215,-8.5411415,-12.90072,-6.240867,-6.8103104,-9.7844715,-2.4324832,female,female_1020.wav
-252.9022,90.370705,0.77673745,28.27111,-1.5465248,-0.4173175,-8.509215,-7.6815457,-9.1784935,-4.0803328,-5.419387,-6.3645678,-5.2583685,female,female_1021.wav
-247.37209,85.69418,1.7814924,36.06734,-9.2495,1.2217578,-19.378273,1.7930621,-12.271141,-2.8963468,-10.183504,2.2317266,-10.247492,female,female_1022.wav
-275.46375,85.03653,1.7766007,38.147552,-4.5094943,1.5800776,-6.9434004,-7.1128755,-7.723051,-9.981261,-4.973775,-3.2987132,-9.808881,female,female_1023.wav
-212.36377,60.72277,-5.7562165,32.538048,-24.80206,3.4678094,-26.9943,2.9269316,-21.414171,-1.4895957,-13.201104,-4.2518253,-4.3302255,female,female_1024.wav
-197.11954,64.31898,5.9273725,8.940122,-18.106129,-1.315865,-14.318476,-10.166698,-17.163446,-6.3116484,-11.132442,-2.1310935,-4.0488143,female,female_1025.wav
-200.94183,84.14911,-9.093567,17.559042,-22.180296,4.6836896,-20.20282,-7.4047985,-10.7118225,-4.162063,-8.342999,-4.5762887,-1.6593074,female,female_1026.wav
-214.49533,69.943436,-13.268695,25.716393,-17.845482,6.056597,-5.974909,-24.261486,-2.3147388,-10.134738,-12.059162,1.7150195,-9.237598,female,female_1027.wav
-238.26997,80.30633,-11.499191,28.532673,-20.108528,-1.2368826,-21.035069,-17.137873,-16.581604,-4.0868635,-14.237972,-7.6156588,-2.9344323,female,female_1028.wav
-249.81377,71.90793,3.2355826,18.48794,-22.441648,7.119042,-20.867521,2.25518,-8.562903,4.0930805,-17.522705,11.219161,-12.26571,female,female_1029.wav
-318.29874,73.98967,-2.3996775,27.075737,-7.230999,6.2399917,-9.341991,-10.356039,-10.133086,-8.470878,-7.692527,-7.356147,-5.2915435,female,female_103.wav
-255.00114,75.22758,6.5169673,17.307274,-12.64611,3.4794626,-5.2152934,-3.1896155,-6.643704,-7.74388,-8.713828,-0.96929085,-9.434502,female,female_1030.wav
-275.41888,65.67705,-4.187083,37.09151,-16.667902,8.733162,-18.32703,-1.817023,-10.049167,-0.17066422,-10.052212,-5.4017425,-3.7680027,female,female_1031.wav
-323.69214,93.079605,-17.989769,25.091177,-4.830524,1.4661665,-9.056131,-5.82776,-3.645743,-3.9617712,1.3130276,-4.6376724,-0.64128023,female,female_1032.wav
-272.09277,78.451546,10.222148,25.12189,-5.5478325,-2.6792305,-11.645256,-10.922046,-17.736776,-7.0313883,-7.69857,-6.494637,-4.3685813,female,female_1033.wav
-258.70905,91.6524,-12.094408,34.776043,-9.713542,1.8562317,-18.734379,-7.920188,-11.282129,-5.5838485,-5.412793,-6.56351,-2.701124,female,female_1034.wav
-294.88748,70.70168,-17.76411,38.593597,-4.1279197,6.4092526,-8.4276285,-18.781052,-2.7057662,-13.432927,-7.566943,-8.868579,-7.808911,female,female_1035.wav
-307.56915,67.336266,-2.7143826,22.904772,-8.60164,5.905437,-9.310857,-10.241811,-12.952432,-5.210302,-9.091387,-8.199064,-6.2535605,female,female_1036.wav
-248.2654,80.58781,-4.591634,40.09664,-7.365061,4.197208,-12.555738,-1.1731513,-10.078814,1.971809,-13.817121,5.0588536,-9.712889,female,female_1037.wav
-287.45917,77.186676,1.4532362,37.39044,-7.125474,-0.18062335,-1.1831534,-3.9422445,-7.9555154,-9.293852,-8.658833,-4.5358634,-10.186833,female,female_1038.wav
-251.38957,71.99838,-16.706533,29.443048,-24.48768,5.199658,-25.342815,1.5980893,-10.873959,0.16042121,-13.13421,-5.4067206,-4.480935,female,female_1039.wav
-295.06564,86.2844,4.4298644,19.683989,-9.249473,13.635535,-11.881413,-3.0325673,-8.582333,3.9582665,-13.874349,2.5476124,-11.363526,female,female_104.wav
-229.21082,82.04042,11.431731,8.68548,-15.223412,3.7252328,-11.682495,-12.266259,-16.160847,-9.5178,-8.417125,-4.460374,-4.818945,female,female_1040.wav
-227.4181,92.04992,-1.5311285,14.075361,-17.491463,13.290483,-20.765512,-6.38519,-13.183933,-4.0751925,-7.294236,-6.101886,-2.0507464,female,female_1041.wav
-267.02234,76.604965,-6.731974,17.597431,-14.123425,12.115833,-1.7834073,-22.904997,-4.205024,-10.663273,-14.888889,-2.253006,-12.578121,female,female_1042.wav
-388.92172,81.99889,-21.054811,22.608591,-5.233645,4.29504,0.954374,-16.820736,-5.1247635,-6.080582,-11.823627,-0.13417554,-10.491548,female,female_1043.wav
-280.14096,82.626236,-2.7094305,21.042799,-14.14391,1.5863658,-15.097188,-13.575217,-11.64276,-6.708308,-11.098105,-5.224388,-5.798904,female,female_1044.wav
-229.68889,91.336296,7.5544243,8.209938,-10.589312,11.69362,-16.700819,-3.6259873,-9.851039,3.4944105,-19.204159,6.6148434,-12.607067,female,female_1045.wav
-265.63434,90.301994,2.4399223,7.0675864,-10.294846,11.125254,-5.792755,-3.8060622,-3.85574,-7.6637406,-11.476812,-2.5476937,-11.59801,female,female_1046.wav
-256.2572,59.947823,-8.053157,33.588005,-24.702301,2.0469892,-19.352943,4.6527877,-15.179215,2.3721182,-9.821755,-4.568383,-5.421005,female,female_1047.wav
-296.41577,78.52856,13.791656,16.46101,-4.838888,-4.0742154,-11.775246,-2.7573726,-17.609509,-3.8975012,-8.172691,-2.237397,-5.097205,female,female_1048.wav
-231.58626,91.02553,-10.55975,28.261734,-13.216948,0.690727,-18.342295,2.2474587,-9.84296,-3.7863066,-7.2246623,-3.8355021,-1.1960734,female,female_1049.wav
-284.02084,86.38051,2.0875046,28.163578,-13.792323,7.2360454,1.6663694,-7.528942,-1.8669335,-7.5634456,-6.4243755,-4.0165806,-11.798659,female,female_105.wav
-311.14676,68.75574,-13.131603,31.746153,-9.688152,3.6310582,-10.67133,-16.093206,0.14030923,-13.6526785,-10.314641,-3.6397076,-7.977563,female,female_1050.wav
-303.7905,67.04174,3.2400413,32.535248,-8.260053,-2.9408686,-13.424202,-8.849833,-14.748738,-5.695156,-7.1470256,-5.925785,-5.1642857,female,female_1051.wav
-235.53731,84.65237,3.0733006,24.878315,-7.3578086,0.2534738,-17.16761,3.6417246,-5.9511347,2.1934822,-17.995428,8.1897745,-13.331664,female,female_1052.wav
-275.41513,80.21378,3.586627,26.279032,-8.323977,2.3146229,-4.623389,2.72016,-6.746286,-7.1585517,-6.0922766,-0.37684643,-8.467784,female,female_1053.wav
-287.16534,80.02605,-0.99722415,42.61164,-11.409866,-3.8694837,-11.122116,-11.954929,-9.3951025,-1.6770614,-9.286743,-6.88781,-2.4688537,female,female_1054.wav
-245.46198,48.690796,-3.0840225,45.35904,-21.870789,0.7736368,-19.21076,0.5248252,-16.780483,2.5761495,-11.801829,-5.958784,-0.70811206,female,female_1055.wav
-251.32574,60.87498,22.017576,35.28199,-6.9371514,-4.274402,-9.6077,-7.050011,-19.520918,-11.058483,-5.9622593,-1.502167,-7.547943,female,female_1056.wav
-243.9623,74.026695,-4.597278,45.19779,-8.946275,0.04677118,-18.349047,-6.0765724,-10.504744,-12.061004,-2.7359347,-3.2834156,-2.49486,female,female_1057.wav
-234.05995,49.751503,-6.7261868,44.898838,-6.5034122,-2.0559,-5.145533,-18.303907,-7.6370797,-15.733605,-10.019871,-2.6666908,-11.111972,female,female_1058.wav
-297.76984,55.727165,3.9934735,39.35716,-4.9123487,-1.0784644,-13.315842,-12.155166,-15.904636,-4.3330903,-6.864477,-5.9835844,-4.456498,female,female_1059.wav
-230.50665,58.760937,-10.5136385,30.00163,-18.78437,1.038834,-14.429102,9.493666,-14.583608,1.8546845,-14.7371645,0.13727471,-5.8714843,female,female_106.wav
-236.78108,64.88984,11.559259,42.367737,-8.988809,1.5248742,-16.353045,-0.6139198,-10.88586,2.9255192,-13.077328,5.7597103,-8.280712,female,female_1060.wav
-284.86725,53.83303,14.355206,40.49503,-6.8327823,1.8171155,-2.542876,-2.1341794,-5.6814284,-7.7892337,-6.254753,-1.6381464,-6.5361605,female,female_1061.wav
-259.95468,31.516346,10.530779,49.805443,-24.76416,-0.6465628,-20.035288,1.5423415,-17.53832,3.3335125,-11.713604,-4.2220488,-3.4840188,female,female_1062.wav
-210.30528,29.351162,26.232378,25.948757,-13.964782,-4.0965214,-10.16877,-7.743385,-22.016514,-0.9111159,-9.148442,0.31669307,-5.6381183,female,female_1063.wav
-227.10098,65.36245,6.4761534,42.818844,-15.323312,-0.24671912,-12.649666,-1.4161066,-12.224873,1.136379,-9.445885,0.69322103,-2.0295281,female,female_1064.wav
-305.31662,89.08311,-14.3146925,15.720545,-7.2898192,1.9853976,-19.052317,0.49027088,-8.916017,2.084584,-10.038638,1.9579104,-7.122554,female,female_1065.wav
-290.00922,47.389523,-5.034817,44.22094,-12.957617,2.3407288,-5.4921947,-12.757711,-6.240387,-10.409401,-8.277502,0.5753851,-8.367219,female,female_1066.wav
-300.5991,51.122547,10.021166,48.45537,-7.4125953,-4.8712935,-11.587586,-2.7986343,-13.998499,-3.6415544,-6.3368545,-1.6806962,-3.8409042,female,female_1067.wav
-298.61765,48.204308,16.82076,41.634014,-13.211009,1.3818201,-13.204605,-4.288636,-12.193577,2.6941323,-12.608162,9.490187,-6.5995736,female,female_1068.wav
-281.3142,30.415104,20.165071,40.20669,-10.858106,1.5121216,2.0822155,-0.07961822,-5.7105,-2.2574472,-9.607972,4.5415244,-8.606965,female,female_1069.wav
-219.29564,90.157646,5.1183157,28.818409,-6.8328714,-6.8727465,-10.407162,-2.002389,-10.900431,-4.2152443,-4.212314,-1.0082906,-6.350552,female,female_107.wav
-231.00453,51.07357,-6.3461003,40.199505,-25.449623,2.488533,-21.045723,6.337701,-13.526828,2.622756,-13.135164,-5.4972925,-3.8080533,female,female_1070.wav
-242.02306,62.28727,5.962729,29.617813,-18.571672,-3.5892456,-9.891173,-8.902968,-15.2893715,-5.969981,-6.0287523,-9.192209,-1.1051528,female,female_1071.wav
-214.21243,90.605286,-19.972155,38.596237,-25.724857,-3.7782376,-12.669189,-0.7626482,-12.137273,-5.549653,-9.280364,-3.5469775,-1.2338533,female,female_1072.wav
-282.67606,70.84577,-26.721664,40.797432,-21.40366,1.3984824,-3.4824266,-20.474846,-2.4087422,-12.214409,-14.69249,-5.8200107,-10.346551,female,female_1073.wav
-217.40916,72.63502,-11.09744,39.484985,-22.691679,-5.040645,-14.46964,-15.207323,-19.277153,-9.639583,-8.941302,-9.6824255,-8.099438,female,female_1074.wav
-221.29974,78.214386,7.1338835,30.734299,-18.823324,-0.46551064,-10.22788,3.5130484,-9.789413,4.467723,-20.610146,7.2206926,-15.879797,female,female_1075.wav
-300.01395,99.91851,-24.449202,29.180708,-10.12842,4.5532107,-3.6917348,-14.4003935,2.01134,-7.844192,-4.0838656,-5.69008,-8.605374,female,female_1076.wav
-268.5889,65.44993,-2.6547298,30.30789,-14.988031,2.0212195,1.3375766,-1.4064283,-5.727107,-6.2490187,-8.042496,-1.6206582,-10.604717,female,female_1077.wav
-235.653,77.51578,-20.360994,48.252674,-25.176424,3.5069914,-18.973372,-0.3023474,-14.322877,-0.43429142,-9.796451,-7.2882595,0.020810233,female,female_1078.wav
-267.10416,89.17364,3.284026,27.80843,-10.022125,-7.5451365,-14.437403,-7.9952025,-14.53524,-6.9139605,-6.2874985,-7.9080443,-1.8805915,female,female_1079.wav
-238.66006,89.64686,-11.320907,25.68201,-7.1331406,-4.714643,-19.42204,-7.4756236,-5.767388,-4.262347,-7.129706,-1.97169,-2.2032003,female,female_108.wav
-279.09558,102.25979,-15.193468,38.921043,-14.953562,-4.514452,-13.073638,-8.246275,-7.359126,-5.010716,-8.700194,-6.471879,-2.8034177,female,female_1080.wav
-296.35107,77.10569,-23.939407,38.293697,-11.59751,2.9836037,-2.6552396,-18.3917,-0.8786253,-12.312406,-14.0933,-3.1757438,-14.461395,female,female_1081.wav
-322.12354,75.73414,-5.780222,31.964079,-6.360936,-0.20412816,-11.6478,-12.280208,-10.044925,-7.178997,-8.769791,-6.138238,-4.437653,female,female_1082.wav
-235.6144,95.05442,-5.66229,31.108192,-9.868536,0.44925898,-12.237249,6.435297,-8.222678,2.3802116,-21.020302,5.3602314,-15.315167,female,female_1083.wav
-280.28052,107.76495,-11.083641,26.736685,-10.224544,-2.0779293,-2.5930643,-5.7650013,-1.408171,-7.5231533,-8.144805,-4.792676,-11.058144,female,female_1084.wav
-271.72574,59.36686,0.8404678,49.781567,-23.296055,3.4708424,-14.507462,2.196888,-18.020916,-1.5231491,-8.969928,-7.5653667,0.10827358,female,female_1085.wav
-300.88504,62.69511,19.981995,30.831516,-5.7359996,-2.2724824,-5.107774,-7.7520657,-13.4677105,-4.21447,-2.5187745,-4.994877,-1.1870605,female,female_1086.wav
-254.17146,72.31672,-5.54666,37.233364,-18.373438,11.151429,-16.566761,6.3241477,-17.226776,-2.5267942,-11.743356,-1.3668742,1.7672663,female,female_1087.wav
-244.64325,82.301254,-2.1016498,46.13217,-18.82063,0.47779173,-11.391942,-6.4164224,-15.775329,-7.6035614,-5.1116047,-8.607846,-1.7014196,female,female_1088.wav
-283.0622,63.67493,-8.365791,48.84526,-11.878644,-0.86535865,2.6551936,-21.711857,-7.996395,-14.601778,-10.651184,-4.9379144,-9.033476,female,female_1089.wav
-283.50363,68.51826,-19.845917,33.579453,-10.7290325,4.805948,-10.534476,-16.82092,-2.90607,-12.79495,-9.919489,-1.1409225,-10.173514,female,female_109.wav
-293.18405,59.171295,6.4827147,43.35139,-9.392245,-3.1474457,-7.134257,-12.412805,-12.396082,-9.047833,-8.547061,-8.024629,-5.3244658,female,female_1090.wav
-271.6862,80.87592,15.092398,47.701584,-16.408733,1.8605773,-7.4145284,-2.3472188,-13.940969,1.4952402,-16.530098,4.423995,-9.904046,female,female_1091.wav
-274.35574,81.370514,9.865684,43.916313,-12.030961,4.4517455,3.338981,-9.7425,-8.558011,-9.910838,-5.492569,-4.6178727,-8.869098,female,female_1092.wav
-262.0512,78.64944,-8.44759,45.867798,-30.514652,-0.5923374,-22.063597,-0.38625002,-21.364462,-5.79119,-7.1114492,-7.473928,1.1399524,female,female_1093.wav
-240.39903,75.45922,14.067433,17.86776,-15.594942,-0.85790485,-17.52396,-15.547454,-16.287779,-8.509612,-8.497463,-7.4536066,-3.0458882,female,female_1094.wav
-212.9401,99.7773,-16.710602,29.072155,-22.94758,1.7461928,-17.432846,-10.545014,-9.55541,-11.937941,-6.9068327,-5.5716805,-1.1513017,female,female_1095.wav
-312.50708,73.65352,-11.072204,28.792032,-20.126478,1.1096426,-6.8877726,-27.54617,-4.335779,-17.57111,-11.413928,-2.8876817,-10.429812,female,female_1096.wav
-294.83557,71.65476,6.55623,38.56663,-10.198155,-4.5280113,-13.827019,-12.758415,-15.684777,-14.252479,-8.984802,-4.683333,-5.8164873,female,female_1097.wav
-237.87245,83.59217,20.127459,28.096529,-4.092088,0.9987128,-11.731276,-5.106513,-13.377825,-3.6882784,-4.995766,-3.7095094,-4.816657,female,female_1098.wav
-211.13754,92.43164,6.9148073,26.1999,-21.831678,7.82518,-19.432693,0.42211595,-6.740413,1.7623149,-17.689941,9.563655,-13.15508,female,female_1099.wav
-212.02068,94.359505,7.3642516,12.815727,-9.311205,5.096151,-13.83236,-8.348151,-8.771357,-5.9011893,-0.25493786,-0.9130129,-6.419767,female,female_11.wav
-309.8092,59.88519,-9.46829,31.126778,-9.800769,3.7822342,-8.038773,-18.358341,-1.7139827,-6.2072744,-11.778084,0.99620414,-7.3266172,female,female_110.wav
-263.3227,89.92222,10.568517,21.696213,-14.611882,4.885061,-6.3637586,-6.7334285,-5.552319,-7.749304,-6.7143908,-2.1790075,-10.463289,female,female_1100.wav
-259.86224,48.93757,5.0729847,24.907345,-18.668596,1.6306994,-20.062996,1.8772691,-17.841194,3.8926451,-13.668194,-1.8180459,-3.5024567,female,female_1101.wav
-232.50658,50.936604,19.116425,9.521425,-5.672936,-6.3846464,-11.99225,-4.972116,-19.14439,-3.7625766,-7.177047,0.7020004,-6.8801813,female,female_1102.wav
-242.02689,75.396324,-0.87677956,18.836823,-10.532117,4.8407555,-16.44136,-0.43874753,-11.375415,-3.2809246,-7.476194,-2.4633129,-2.276114,female,female_1103.wav
-256.5487,49.198067,-6.102632,23.57582,-5.2963767,3.7856514,-6.8117614,-17.514294,-9.74294,-11.198095,-11.933737,-0.43940726,-8.714316,female,female_1104.wav
-296.45612,48.741127,9.195355,17.791931,-6.694163,-0.521931,-14.644424,-10.089416,-13.713021,-2.5946338,-9.375523,-2.3731337,-4.6182046,female,female_1105.wav
-217.31685,63.271683,14.128985,23.024807,-6.5121613,3.0127661,-20.797417,2.264834,-9.604399,6.815327,-15.301942,10.555454,-9.479576,female,female_1106.wav
-273.587,60.092167,8.529515,19.492498,-4.6984267,3.2245066,-5.164854,-0.04839336,-5.5282593,-3.3463616,-7.747139,1.8067279,-8.546569,female,female_1107.wav
-234.49332,67.31239,-4.824086,42.245785,-19.277214,2.8637874,-21.120354,1.8008976,-13.840293,-2.0534534,-9.874189,-2.6748004,-3.907899,female,female_1108.wav
-257.63055,82.14584,-7.0186267,32.90606,-12.465537,0.7544444,-17.793264,-9.309184,-5.7893195,-6.5387735,-1.2902137,-5.5807714,2.1835039,female,female_1109.wav
-271.8846,74.14997,-0.017502256,20.60055,-13.7896,2.9929454,-12.978143,-7.9053106,-10.372677,-6.005176,-8.731698,-4.0294175,-2.6709127,female,female_111.wav
-249.43732,80.55302,12.455273,25.632496,-18.82347,-0.41999498,-13.689863,-8.59913,-16.566124,-8.135473,-6.784643,-4.565357,-5.115337,female,female_1110.wav
-217.28542,95.359024,-12.459273,36.732727,-19.616514,0.7431222,-21.601633,-4.4144053,-11.297483,-7.157624,-5.6863337,-4.846392,-1.9862889,female,female_1111.wav
-304.87247,71.543015,-8.066609,32.7906,-8.122622,4.589495,-0.39973262,-16.254381,-0.43277398,-5.166121,-10.629235,-2.7643154,-5.4677196,female,female_1112.wav
-274.86362,85.21998,-8.59754,36.503506,-12.12614,-4.430542,-17.63717,-8.914294,-15.929999,-8.271546,-9.15457,-5.718045,-5.8597436,female,female_1113.wav
-250.28818,88.59827,8.032141,33.481915,-9.083574,0.48045573,-18.680107,0.1406501,-6.448703,4.169157,-16.697594,8.122121,-10.066158,female,female_1114.wav
-255.72675,91.52322,-0.10719056,34.80941,-11.928842,1.3306786,-3.609921,-3.1512,-2.7144604,-8.144078,-8.069868,-3.249565,-10.161708,female,female_1115.wav
-272.40347,59.07251,-2.205931,41.55087,-24.410831,4.2548575,-19.898308,1.7478868,-15.658728,0.77470714,-8.279435,-5.555283,-0.9412207,female,female_1116.wav
-263.90222,65.734795,6.3770013,26.615208,-17.832863,-4.8508596,-13.223488,-8.817617,-16.269,-8.417397,-7.6964135,-4.9870963,-3.8559165,female,female_1117.wav
-230.22833,88.360214,-13.476949,35.722103,-16.222834,-3.9043102,-17.636583,-10.207052,-8.534468,-8.0450535,-6.031668,-3.491176,-5.59404,female,female_1118.wav
-301.79227,61.851543,-11.580851,36.740276,-7.6907096,0.8600499,-3.268963,-14.343018,-1.0486047,-8.909097,-9.195932,-1.5702528,-6.3609347,female,female_1119.wav
-283.50336,83.5957,-3.0903769,17.229687,-6.8201847,2.0217505,-15.773762,2.5164068,-5.936744,2.9056003,-14.661677,5.22137,-12.694087,female,female_112.wav
-216.5333,68.670456,7.352186,30.441034,-17.371187,1.2864084,-11.83406,-1.100796,-10.512625,-2.7436187,-17.641546,-0.21401928,-13.264525,female,female_1120.wav
-253.67555,80.9277,-10.95193,41.943516,-9.511331,4.9202347,-6.2522583,-17.714428,-6.446096,-19.60262,-12.54037,-3.2507617,-8.374663,female,female_1121.wav
-276.47803,67.37223,-1.7243371,37.926403,-12.625516,-2.079047,-13.646152,-11.000029,-14.939885,-6.463956,-8.509286,-7.441776,-5.673231,female,female_1122.wav
-228.2901,76.49995,5.235987,30.332693,-9.245375,-0.9907836,-11.735663,-0.629752,-9.3409605,-0.48998028,-15.881154,4.960267,-11.535904,female,female_1123.wav
-266.85193,66.10855,0.20196958,41.341053,-12.777287,-0.03605726,-2.7191074,-3.870322,-4.773981,-9.946547,-5.8020225,-4.262357,-10.252025,female,female_1124.wav
-287.3778,44.88365,-7.5386634,53.401886,-23.879406,8.205786,-24.030624,9.0467205,-6.468221,1.6781214,-9.622779,-6.088937,-2.1681309,female,female_1125.wav
-259.67575,63.974247,1.51962,31.713774,-16.406527,-3.2363806,-11.339051,-5.4263616,-10.491772,-6.1653547,-8.725959,-8.24093,-2.887804,female,female_1126.wav
-305.6071,87.5325,-21.181816,46.68447,-15.1132965,2.5320456,-16.85656,-9.182553,-2.7989237,-1.6696892,-13.082239,-2.2786398,-1.831771,female,female_1127.wav
-364.7038,64.26958,-11.68562,33.923756,-0.41366926,10.252401,4.994539,-5.864326,6.649492,-4.7272277,-8.1166725,-4.192056,-8.02222,female,female_1128.wav
-396.4902,50.99797,0.42333028,33.839756,-1.717522,6.667439,-6.2852883,-4.367716,-2.5519693,-2.8892374,-7.2843237,-4.713158,-5.7616825,female,female_1129.wav
-282.65942,72.732635,-1.9799085,24.498363,-3.8799074,2.9094172,-4.8017063,-0.6969311,-1.5838507,-7.246352,-6.2289295,2.1443975,-9.096033,female,female_113.wav
-263.93277,79.23701,-6.773031,35.55402,-7.2852316,10.356992,-11.584162,4.211837,-2.4495792,-2.3447256,-22.06936,3.4974606,-19.215792,female,female_1130.wav
-319.00623,70.38615,-14.637738,42.36572,-13.070995,5.8141127,-0.1348554,-1.4290015,2.2317944,-7.363818,-9.394254,-7.353379,-10.1497965,female,female_1131.wav
